application_id,country_of_applicant,application_date,education_of_employee,has_job_experience,requires_job_training,visa_type,processing_center,processing_time_days,case_status,destination_country,job_offer,years_experience,documents_complete,previous_visa_rejections,processing_days,visa_status
47871,India,5/9/2025 20:19,Bachelor's,N,Y,Work,Center B,92,Denied,Canada,No,0,No,2,45,Rejected
47872,India,2/18/2024 8:14,PhD,Y,Y,Tourist,Center A,235,Denied,UK,,,Yes,0,32,Pending
47873,India,3/8/2025 6:02,PhD,Y,N,Tourist,Center D,301,Certified,Singapore,,,Yes,1,22,Approved
47874,India,4/16/2025 11:46,Bachelor's,N,Y,Business,Center D,150,Denied,Canada,,,Yes,1,36,Pending
47875,India,7/19/2025 15:30,Diploma,Y,Y,Student,Center B,352,Certified,UK,,,No,2,41,Rejected
47876,India,2/18/2024 3:03,High School,Y,Y,Student,Center B,196,Certified,UK,,,No,1,37,Rejected
47877,India,4/12/2024 5:20,PhD,N,Y,Tourist,Center D,357,Certified,Singapore,,,No,0,33,Rejected
47878,India,9/30/2024 10:53,PhD,N,Y,Business,Center B,136,Certified,Singapore,,,Yes,0,14,Approved
47879,India,6/29/2024 7:50,Diploma,Y,N,Business,Center B,21,Certified,UK,,,No,2,58,Rejected
47880,India,12/17/2025 3:11,Bachelor's,Y,N,Tourist,Center C,84,Certified,USA,,,Yes,2,49,Rejected
47881,India,8/21/2025 8:58,Master's,Y,Y,Work,Center A,269,Certified,Canada,Yes,14,Yes,1,23,Approved
47882,India,8/25/2025 16:25,PhD,Y,N,Student,Center A,19,Denied,Australia,,,Yes,1,23,Approved
47883,India,2/27/2024 9:29,Master's,Y,N,Work,Center D,309,Certified,Australia,Yes,12,Yes,0,12,Approved
47884,India,10/16/2025 23:35,Bachelor's,Y,N,Business,Center A,87,Certified,UAE,,,Yes,0,11,Approved
47885,India,7/3/2024 4:37,Bachelor's,N,Y,Tourist,Center A,336,Certified,Germany,,,Yes,1,28,Pending
47886,India,7/24/2025 5:15,Bachelor's,Y,N,Student,Center D,116,Certified,USA,,,No,2,20,Rejected
47887,India,3/12/2025 15:30,Diploma,Y,N,Business,Center C,59,Certified,UAE,,,Yes,0,10,Approved
47888,India,2/10/2024 22:45,PhD,Y,Y,Tourist,Center D,96,Certified,UAE,,,No,2,37,Rejected
47889,India,5/2/2024 21:07,PhD,Y,N,Student,Center B,235,Denied,USA,,,No,2,41,Rejected
47890,India,9/13/2024 5:10,PhD,N,Y,Work,Center D,224,Certified,USA,No,3,No,2,48,Rejected
47891,India,12/6/2025 22:42,PhD,N,N,Business,Center A,43,Certified,UK,,,Yes,0,9,Approved
47892,India,11/27/2024 1:34,Master's,Y,N,Work,Center B,111,Denied,USA,No,6,No,0,40,Rejected
47893,India,4/7/2025 1:17,High School,Y,Y,Student,Center A,314,Denied,Australia,,,Yes,0,33,Pending
47894,India,7/16/2025 1:04,PhD,N,Y,Work,Center B,127,Certified,USA,No,14,Yes,1,23,Approved
47895,India,6/27/2025 20:59,High School,N,N,Work,Center B,142,Certified,Singapore,No,2,Yes,1,57,Pending
47896,India,7/20/2025 11:39,PhD,Y,N,Tourist,Center C,76,Certified,UK,,,No,1,28,Rejected
47897,India,11/29/2025 10:27,Master's,Y,N,Student,Center B,292,Certified,Canada,,,Yes,1,9,Approved
47898,India,10/6/2024 6:12,PhD,Y,N,Business,Center C,228,Certified,UAE,,,No,1,31,Rejected
47899,India,9/2/2025 11:23,Diploma,Y,Y,Tourist,Center C,170,Denied,USA,,,No,1,29,Rejected
47900,India,6/16/2025 11:04,Diploma,Y,Y,Business,Center C,255,Certified,Singapore,,,No,2,53,Rejected
47901,India,8/23/2025 17:19,Bachelor's,N,N,Work,Center A,256,Denied,Singapore,Yes,7,Yes,0,51,Pending
47902,India,4/5/2025 21:20,Diploma,Y,N,Tourist,Center A,284,Certified,UAE,,,Yes,2,55,Rejected
47903,India,4/1/2025 0:07,Bachelor's,N,Y,Work,Center D,262,Certified,Canada,Yes,6,No,2,38,Rejected
47904,India,11/20/2024 0:59,High School,Y,N,Work,Center B,75,Certified,Germany,Yes,9,Yes,1,40,Pending
47905,India,4/17/2025 14:50,Master's,Y,N,Tourist,Center C,7,Certified,UK,,,Yes,0,42,Pending
47906,India,4/13/2025 17:38,PhD,N,N,Tourist,Center A,194,Certified,UAE,,,No,1,49,Rejected
47907,India,10/9/2024 23:23,Diploma,N,Y,Student,Center D,178,Denied,USA,,,No,1,47,Rejected
47908,India,1/10/2025 6:21,Diploma,Y,N,Student,Center B,137,Certified,Germany,,,No,1,22,Rejected
47909,India,8/28/2024 12:32,High School,N,Y,Business,Center D,139,Certified,Germany,,,Yes,2,56,Rejected
47910,India,11/23/2024 1:24,High School,Y,N,Tourist,Center D,314,Certified,Canada,,,No,0,45,Rejected
47911,India,7/25/2025 13:47,Diploma,Y,N,Work,Center A,351,Certified,UAE,No,5,Yes,0,11,Approved
47912,India,11/9/2025 17:59,Master's,N,Y,Work,Center D,44,Certified,UAE,Yes,0,Yes,1,22,Approved
47913,India,9/26/2025 11:36,Diploma,Y,N,Business,Center C,250,Certified,Australia,,,No,1,20,Rejected
47914,India,1/30/2025 13:24,PhD,N,N,Student,Center B,126,Certified,Australia,,,Yes,0,27,Pending
47915,India,10/7/2025 21:20,Diploma,Y,Y,Tourist,Center D,47,Certified,Australia,,,No,0,32,Rejected
47916,India,7/8/2025 22:20,Master's,Y,Y,Student,Center B,253,Certified,UAE,,,Yes,2,39,Rejected
47917,India,3/30/2025 16:45,Bachelor's,Y,N,Business,Center B,15,Certified,UAE,,,Yes,1,18,Approved
47918,India,3/17/2024 16:42,Diploma,Y,N,Student,Center A,295,Certified,Australia,,,Yes,0,18,Approved
47919,India,6/17/2025 23:28,Bachelor's,Y,N,Tourist,Center C,177,Certified,UK,,,Yes,1,26,Pending
47920,India,9/8/2025 10:36,Master's,Y,N,Work,Center C,244,Certified,Singapore,No,4,Yes,0,26,Pending
47921,India,6/3/2024 4:23,High School,Y,N,Student,Center A,272,Certified,Singapore,,,No,1,22,Rejected
47922,India,7/11/2025 6:43,Master's,Y,N,Tourist,Center B,145,Certified,Singapore,,,No,2,54,Rejected
47923,India,6/9/2025 13:12,Bachelor's,Y,N,Tourist,Center B,59,Certified,USA,,,No,1,23,Rejected
47924,India,10/25/2024 21:07,Master's,Y,Y,Tourist,Center B,346,Certified,USA,,,No,2,47,Rejected
47925,India,6/22/2024 15:23,Master's,Y,Y,Work,Center C,105,Certified,UK,No,6,No,2,30,Rejected
47926,India,2/24/2025 13:43,High School,N,N,Tourist,Center B,85,Certified,Canada,,,No,2,44,Rejected
47927,India,12/25/2024 23:04,High School,Y,Y,Student,Center A,337,Certified,Singapore,,,Yes,2,33,Rejected
47928,India,10/3/2024 12:07,Diploma,Y,Y,Student,Center B,26,Certified,Singapore,,,No,2,12,Rejected
47929,India,10/19/2025 9:12,Bachelor's,N,N,Business,Center D,230,Certified,USA,,,Yes,1,59,Pending
47930,India,10/9/2024 17:29,Diploma,Y,N,Tourist,Center A,318,Certified,UAE,,,Yes,2,26,Rejected
47931,India,7/27/2024 3:29,Master's,Y,Y,Work,Center D,275,Certified,Germany,Yes,1,Yes,0,29,Pending
47932,India,2/9/2025 23:04,High School,Y,Y,Work,Center D,86,Certified,UAE,Yes,8,No,0,9,Rejected
47933,India,8/21/2024 6:43,Bachelor's,Y,N,Tourist,Center B,273,Denied,USA,,,No,0,50,Rejected
47934,India,10/29/2024 4:56,Diploma,Y,N,Work,Center D,229,Certified,UK,No,0,No,2,12,Rejected
47935,India,12/23/2025 2:40,Bachelor's,Y,Y,Tourist,Center C,184,Certified,Canada,,,No,1,55,Rejected
47936,India,7/3/2024 10:21,Diploma,Y,N,Work,Center A,131,Certified,USA,Yes,13,No,1,51,Rejected
47937,India,1/3/2024 8:41,Diploma,Y,N,Business,Center B,204,Certified,UK,,,No,0,57,Rejected
47938,India,6/16/2024 19:51,Master's,Y,Y,Business,Center C,224,Certified,Germany,,,Yes,0,14,Approved
47939,India,1/1/2024 3:59,Master's,Y,Y,Business,Center C,105,Certified,Australia,,,No,1,43,Rejected
47940,India,1/26/2026 3:57,Master's,Y,Y,Work,Center C,247,Certified,Germany,Yes,14,Yes,1,51,Pending
47941,India,10/20/2025 8:20,PhD,Y,N,Tourist,Center A,147,Certified,Germany,,,Yes,1,38,Pending
47942,India,2/12/2024 13:04,High School,Y,N,Student,Center B,56,Certified,Singapore,,,Yes,1,56,Pending
47943,India,5/16/2024 20:19,PhD,N,N,Student,Center B,283,Certified,Canada,,,Yes,0,17,Approved
47944,India,2/18/2025 8:23,PhD,N,N,Business,Center B,9,Certified,USA,,,No,0,29,Rejected
47945,India,7/15/2024 16:29,Diploma,Y,Y,Student,Center A,145,Certified,Australia,,,No,0,58,Rejected
47946,India,1/24/2026 2:32,Master's,N,N,Student,Center D,87,Certified,UK,,,Yes,0,37,Pending
47947,India,4/16/2025 17:33,Master's,Y,Y,Business,Center A,175,Certified,Australia,,,Yes,2,38,Rejected
47948,India,8/15/2024 9:24,PhD,Y,N,Student,Center D,35,Certified,USA,,,Yes,0,18,Approved
47949,India,3/2/2025 2:28,Master's,Y,Y,Business,Center C,292,Certified,Canada,,,Yes,2,55,Rejected
47950,India,4/11/2025 17:42,Master's,Y,N,Business,Center C,161,Certified,USA,,,Yes,0,37,Pending
47951,India,1/2/2026 15:59,Bachelor's,Y,N,Business,Center B,358,Certified,UK,,,Yes,2,28,Rejected
47952,India,1/26/2025 6:31,PhD,Y,N,Student,Center C,272,Certified,Australia,,,No,0,23,Rejected
47953,India,9/5/2024 9:09,Diploma,N,N,Business,Center C,317,Certified,Germany,,,No,2,19,Rejected
47954,India,7/17/2024 17:30,High School,Y,N,Tourist,Center A,143,Certified,USA,,,No,0,39,Rejected
47955,India,4/25/2024 23:22,Bachelor's,Y,Y,Work,Center C,260,Certified,UAE,Yes,1,Yes,2,36,Rejected
47956,India,1/13/2024 4:21,Bachelor's,Y,N,Business,Center D,279,Certified,Canada,,,Yes,0,31,Pending
47957,India,10/1/2024 6:40,Diploma,N,Y,Student,Center C,54,Certified,Canada,,,Yes,2,41,Rejected
47958,India,9/22/2025 4:44,PhD,N,N,Student,Center A,302,Denied,Australia,,,Yes,2,7,Rejected
47959,India,2/7/2026 7:50,PhD,Y,Y,Work,Center B,203,Certified,Germany,Yes,14,Yes,0,23,Approved
47960,India,2/7/2025 12:48,Bachelor's,Y,N,Tourist,Center B,199,Certified,UK,,,Yes,1,29,Pending
47961,India,2/5/2024 0:43,PhD,Y,N,Tourist,Center A,258,Denied,Germany,,,No,1,35,Rejected
47962,India,5/7/2024 22:10,PhD,Y,N,Tourist,Center D,185,Certified,Australia,,,Yes,2,20,Rejected
47963,India,7/5/2024 10:37,Bachelor's,N,N,Work,Center D,168,Certified,Germany,Yes,1,No,2,36,Rejected
47964,India,2/13/2024 22:49,High School,Y,Y,Tourist,Center A,208,Certified,Australia,,,No,0,54,Rejected
47965,India,10/6/2024 0:07,PhD,N,Y,Business,Center D,267,Certified,Germany,,,No,2,9,Rejected
47966,India,12/2/2025 6:57,Master's,Y,Y,Student,Center B,53,Certified,USA,,,No,0,39,Rejected
47967,India,11/17/2024 14:50,PhD,Y,N,Student,Center A,88,Certified,Canada,,,Yes,2,24,Rejected
47968,India,4/17/2025 16:00,PhD,Y,N,Business,Center A,328,Certified,Australia,,,Yes,0,56,Pending
47969,India,7/27/2025 6:59,Diploma,Y,Y,Tourist,Center C,124,Certified,Australia,,,No,2,55,Rejected
47970,India,5/24/2024 0:14,Diploma,Y,Y,Work,Center C,227,Certified,Canada,No,0,No,1,42,Rejected
47971,India,6/15/2025 20:21,High School,Y,Y,Business,Center C,232,Certified,UAE,,,No,0,39,Rejected
47972,India,7/3/2025 11:51,Bachelor's,Y,Y,Tourist,Center A,72,Certified,UAE,,,No,2,50,Rejected
47973,India,10/29/2024 4:10,High School,Y,Y,Business,Center D,221,Certified,UK,,,Yes,1,10,Approved
47974,India,12/7/2025 1:32,PhD,Y,N,Business,Center C,320,Denied,Australia,,,No,1,16,Rejected
47975,India,10/23/2025 9:19,Bachelor's,N,Y,Business,Center D,162,Certified,USA,,,No,2,9,Rejected
47976,India,7/1/2025 6:59,Bachelor's,Y,N,Work,Center C,28,Certified,Germany,No,13,No,1,12,Rejected
47977,India,7/25/2025 6:50,PhD,N,N,Business,Center A,337,Certified,USA,,,Yes,1,52,Pending
47978,India,3/10/2025 16:45,High School,N,Y,Student,Center C,226,Certified,Australia,,,No,0,52,Rejected
47979,India,3/23/2025 8:49,High School,Y,Y,Business,Center C,150,Denied,UK,,,Yes,1,10,Approved
47980,India,6/30/2024 11:41,High School,N,N,Student,Center D,22,Certified,Australia,,,Yes,0,11,Approved
47981,India,1/26/2024 0:24,Master's,Y,N,Tourist,Center B,210,Certified,UK,,,Yes,0,59,Pending
47982,India,7/26/2025 21:56,High School,Y,Y,Work,Center B,63,Certified,Canada,No,1,Yes,1,53,Pending
47983,India,12/8/2024 4:13,Bachelor's,Y,N,Business,Center D,253,Certified,Germany,,,No,1,55,Rejected
47984,India,2/12/2024 9:39,Master's,N,N,Student,Center B,56,Certified,USA,,,Yes,0,48,Pending
47985,India,12/12/2024 2:23,High School,N,Y,Work,Center C,62,Denied,UK,No,7,No,1,55,Rejected
47986,India,4/3/2025 11:28,Diploma,Y,Y,Student,Center D,208,Certified,USA,,,No,0,11,Rejected
47987,India,7/12/2025 17:38,Bachelor's,Y,N,Business,Center D,35,Certified,Singapore,,,No,2,36,Rejected
47988,India,8/9/2025 16:51,Bachelor's,Y,N,Tourist,Center A,21,Certified,Canada,,,No,1,42,Rejected
47989,India,11/14/2024 7:25,PhD,Y,N,Tourist,Center C,216,Certified,Australia,,,Yes,2,48,Rejected
47990,India,2/24/2026 6:23,Bachelor's,Y,N,Student,Center A,159,Certified,UK,,,Yes,0,10,Approved
47991,India,2/25/2025 22:52,Bachelor's,Y,N,Business,Center A,298,Certified,Germany,,,No,0,38,Rejected
47992,India,12/25/2025 4:04,Diploma,Y,N,Business,Center D,233,Certified,Singapore,,,No,1,25,Rejected
47993,India,11/17/2025 0:58,Master's,Y,N,Student,Center D,79,Denied,UK,,,No,0,20,Rejected
47994,India,2/27/2025 14:59,PhD,Y,Y,Work,Center D,270,Certified,UAE,No,10,No,2,51,Rejected
47995,India,8/19/2024 14:49,Bachelor's,N,N,Business,Center D,22,Denied,Australia,,,Yes,1,8,Approved
47996,India,1/17/2026 17:05,High School,Y,N,Student,Center D,156,Certified,Australia,,,Yes,1,35,Pending
47997,India,4/6/2025 8:05,Bachelor's,Y,N,Business,Center A,292,Certified,Germany,,,Yes,2,19,Rejected
47998,India,11/23/2025 17:01,High School,Y,Y,Tourist,Center D,259,Denied,Germany,,,Yes,1,59,Pending
47999,India,4/8/2025 13:06,High School,Y,Y,Business,Center B,72,Certified,Canada,,,Yes,1,17,Approved
48000,India,11/4/2024 12:58,Bachelor's,Y,N,Student,Center D,281,Certified,Singapore,,,Yes,2,37,Rejected
48001,India,2/19/2024 2:03,Master's,Y,N,Tourist,Center A,338,Certified,Singapore,,,No,2,55,Rejected
48002,India,4/11/2024 23:52,High School,Y,N,Work,Center A,235,Certified,USA,No,11,Yes,0,37,Pending
48003,India,8/10/2024 2:16,Diploma,Y,N,Student,Center B,223,Certified,UK,,,No,1,18,Rejected
48004,India,2/9/2026 13:29,Diploma,Y,Y,Business,Center C,149,Certified,Canada,,,No,2,10,Rejected
48005,India,1/11/2025 16:26,PhD,Y,N,Tourist,Center C,277,Certified,USA,,,Yes,1,10,Approved
48006,India,4/18/2025 18:35,Master's,Y,N,Business,Center B,136,Certified,Singapore,,,No,1,8,Rejected
48007,India,9/25/2024 12:27,PhD,N,N,Tourist,Center D,101,Certified,Canada,,,Yes,0,7,Approved
48008,India,5/26/2025 23:02,Master's,Y,Y,Business,Center C,321,Certified,UAE,,,No,2,37,Rejected
48009,India,11/7/2024 6:09,Bachelor's,Y,N,Tourist,Center D,257,Certified,Germany,,,No,1,46,Rejected
48010,India,9/20/2024 21:47,High School,Y,N,Work,Center B,340,Certified,Germany,No,10,No,1,53,Rejected
48011,India,9/26/2024 1:00,Diploma,Y,Y,Tourist,Center B,115,Certified,Australia,,,No,0,12,Rejected
48012,India,1/1/2026 23:46,Bachelor's,N,N,Work,Center C,302,Certified,UK,Yes,13,No,1,45,Rejected
48013,India,3/4/2024 7:40,Bachelor's,Y,Y,Business,Center D,180,Certified,UK,,,Yes,1,43,Pending
48014,India,3/12/2025 20:50,Master's,Y,N,Business,Center A,121,Certified,UK,,,No,2,56,Rejected
48015,India,12/17/2024 23:06,Diploma,Y,N,Work,Center C,321,Certified,Canada,Yes,0,No,0,56,Rejected
48016,India,7/17/2024 7:20,Master's,N,N,Student,Center C,313,Certified,Canada,,,No,0,58,Rejected
48017,India,10/1/2024 4:15,High School,Y,Y,Work,Center C,301,Certified,UK,Yes,6,Yes,1,54,Pending
48018,India,1/21/2025 18:49,Master's,Y,Y,Student,Center A,100,Certified,Australia,,,No,0,29,Rejected
48019,India,11/15/2025 13:13,Bachelor's,Y,N,Business,Center B,101,Certified,USA,,,No,1,52,Rejected
48020,India,2/18/2024 9:23,PhD,Y,N,Student,Center A,92,Denied,UAE,,,No,1,34,Rejected
48021,India,9/16/2025 17:18,PhD,Y,Y,Student,Center B,125,Certified,Canada,,,Yes,1,48,Pending
48022,India,3/4/2024 2:53,Bachelor's,Y,N,Tourist,Center C,243,Certified,UK,,,No,1,10,Rejected
48023,India,3/11/2025 8:34,Bachelor's,N,N,Student,Center B,138,Certified,Germany,,,Yes,1,36,Pending
48024,India,10/8/2024 4:06,Master's,N,Y,Tourist,Center D,213,Certified,Canada,,,Yes,2,31,Rejected
48025,India,1/3/2024 16:55,Master's,Y,N,Student,Center B,58,Denied,USA,,,No,1,29,Rejected
48026,India,6/17/2024 22:25,High School,Y,N,Student,Center D,37,Certified,Canada,,,No,1,54,Rejected
48027,India,11/22/2024 14:01,High School,N,N,Business,Center C,31,Certified,USA,,,No,2,43,Rejected
48028,India,4/8/2025 14:28,Bachelor's,Y,N,Tourist,Center C,200,Certified,USA,,,No,0,54,Rejected
48029,India,7/15/2024 20:09,Diploma,Y,N,Student,Center A,157,Certified,Canada,,,Yes,1,38,Pending
48030,India,8/11/2024 6:53,Master's,N,Y,Student,Center D,289,Certified,USA,,,No,2,52,Rejected
48031,India,6/21/2025 17:34,High School,N,N,Tourist,Center D,12,Certified,Canada,,,Yes,1,55,Pending
48032,India,7/4/2024 10:59,Bachelor's,Y,N,Tourist,Center C,12,Certified,Canada,,,Yes,0,57,Pending
48033,India,8/12/2024 22:49,Bachelor's,Y,Y,Business,Center C,360,Certified,Australia,,,Yes,0,53,Pending
48034,India,1/10/2026 22:42,PhD,Y,Y,Tourist,Center D,311,Certified,Germany,,,Yes,0,52,Pending
48035,India,10/24/2025 15:23,Bachelor's,N,N,Student,Center B,160,Certified,UAE,,,No,2,30,Rejected
48036,India,12/10/2024 17:53,PhD,Y,N,Work,Center B,177,Certified,USA,Yes,2,No,2,29,Rejected
48037,India,9/1/2024 9:30,Master's,Y,Y,Business,Center D,189,Certified,Canada,,,Yes,1,49,Pending
48038,India,11/23/2025 11:11,High School,N,N,Tourist,Center D,90,Certified,USA,,,Yes,0,49,Pending
48039,India,4/13/2025 16:10,High School,Y,N,Business,Center A,30,Certified,Canada,,,Yes,2,31,Rejected
48040,India,5/18/2024 14:19,Bachelor's,Y,N,Student,Center C,359,Certified,UAE,,,Yes,0,30,Pending
48041,India,9/17/2024 7:19,Bachelor's,N,Y,Work,Center D,20,Certified,Singapore,No,2,No,1,20,Rejected
48042,India,2/10/2025 23:02,Diploma,N,N,Work,Center B,99,Denied,Canada,No,9,No,0,27,Rejected
48043,India,3/1/2024 19:05,PhD,Y,Y,Business,Center C,265,Denied,Canada,,,Yes,1,47,Pending
48044,India,1/26/2024 2:00,Bachelor's,Y,Y,Student,Center C,228,Certified,Germany,,,Yes,0,15,Approved
48045,India,5/7/2024 4:48,High School,Y,N,Work,Center B,149,Certified,USA,No,6,No,1,32,Rejected
48046,India,1/28/2026 5:04,Master's,Y,N,Tourist,Center C,88,Certified,Germany,,,No,2,12,Rejected
48047,India,6/25/2025 4:53,Diploma,Y,N,Student,Center D,80,Certified,Germany,,,Yes,2,7,Rejected
48048,India,3/10/2025 13:26,Master's,Y,N,Business,Center A,283,Denied,Singapore,,,No,1,29,Rejected
48049,India,4/25/2025 2:37,Bachelor's,Y,N,Student,Center C,266,Certified,Singapore,,,No,2,14,Rejected
48050,India,1/12/2026 0:31,PhD,Y,Y,Business,Center A,196,Denied,Germany,,,Yes,1,15,Approved
48051,India,8/17/2024 18:22,Diploma,Y,N,Business,Center B,154,Certified,Germany,,,Yes,2,46,Rejected
48052,India,12/15/2024 6:52,Master's,Y,Y,Tourist,Center A,211,Certified,Australia,,,Yes,0,20,Approved
48053,India,5/21/2024 9:43,Master's,N,N,Work,Center C,274,Certified,USA,Yes,10,Yes,0,30,Pending
48054,India,7/2/2024 19:41,Bachelor's,N,N,Student,Center C,168,Denied,USA,,,Yes,1,36,Pending
48055,India,9/22/2024 17:39,PhD,Y,N,Student,Center C,355,Certified,Canada,,,Yes,1,52,Pending
48056,India,3/24/2025 15:51,Master's,Y,N,Tourist,Center B,279,Certified,USA,,,No,2,9,Rejected
48057,India,4/10/2024 18:42,Diploma,N,N,Student,Center B,93,Certified,UAE,,,No,1,8,Rejected
48058,India,10/1/2025 5:52,High School,N,Y,Business,Center A,26,Certified,Germany,,,Yes,2,8,Rejected
48059,India,6/7/2025 16:09,High School,N,N,Student,Center C,202,Certified,UK,,,No,0,44,Rejected
48060,India,2/12/2026 12:31,PhD,N,Y,Student,Center A,46,Certified,Singapore,,,No,1,13,Rejected
48061,India,5/11/2025 16:19,Bachelor's,Y,Y,Business,Center D,363,Certified,USA,,,Yes,0,38,Pending
48062,India,12/16/2024 9:27,Master's,Y,N,Tourist,Center A,208,Certified,Singapore,,,No,0,48,Rejected
48063,India,8/11/2024 18:57,PhD,Y,Y,Student,Center D,115,Certified,Singapore,,,Yes,0,53,Pending
48064,India,10/19/2025 21:04,High School,N,N,Tourist,Center D,258,Certified,UK,,,No,0,48,Rejected
48065,India,8/8/2025 14:10,Master's,Y,Y,Student,Center A,31,Certified,Singapore,,,Yes,2,38,Rejected
48066,India,1/18/2026 16:50,PhD,Y,N,Work,Center D,120,Certified,UAE,Yes,7,No,0,59,Rejected
48067,India,5/6/2025 1:47,Diploma,Y,N,Work,Center C,196,Certified,Australia,Yes,7,Yes,1,14,Approved
48068,India,1/30/2025 4:58,PhD,Y,Y,Business,Center A,58,Certified,Canada,,,No,0,19,Rejected
48069,India,7/3/2025 10:23,Master's,N,N,Student,Center C,322,Certified,Canada,,,Yes,0,17,Approved
48070,India,2/21/2024 11:17,Bachelor's,N,Y,Student,Center C,65,Certified,Canada,,,No,1,53,Rejected
48071,India,3/15/2025 7:10,High School,N,N,Tourist,Center B,126,Certified,Australia,,,No,0,55,Rejected
48072,India,3/17/2025 14:30,Master's,N,N,Business,Center B,355,Certified,Germany,,,Yes,2,20,Rejected
48073,India,6/19/2024 17:51,PhD,N,N,Work,Center B,214,Certified,Singapore,No,1,Yes,2,52,Rejected
48074,India,2/19/2024 12:47,Master's,Y,N,Business,Center D,211,Denied,UK,,,Yes,1,52,Pending
48075,India,2/17/2024 21:41,PhD,Y,N,Work,Center C,61,Certified,USA,No,13,Yes,0,53,Pending
48076,India,6/30/2024 22:57,High School,Y,Y,Business,Center B,202,Certified,Germany,,,No,0,47,Rejected
48077,India,12/5/2025 16:32,Bachelor's,Y,N,Student,Center D,113,Denied,Canada,,,Yes,2,8,Rejected
48078,India,11/7/2024 13:33,Bachelor's,Y,Y,Student,Center D,62,Certified,Canada,,,No,0,45,Rejected
48079,India,5/15/2024 10:29,PhD,Y,Y,Tourist,Center C,270,Certified,Singapore,,,Yes,2,52,Rejected
48080,India,4/25/2024 15:34,Bachelor's,Y,N,Tourist,Center B,263,Certified,Germany,,,No,2,8,Rejected
48081,India,6/2/2024 10:00,Master's,Y,N,Tourist,Center A,186,Certified,UK,,,Yes,0,19,Approved
48082,India,5/1/2025 7:29,High School,Y,Y,Student,Center D,237,Denied,Germany,,,No,2,21,Rejected
48083,India,3/31/2025 18:23,Bachelor's,N,N,Business,Center C,328,Certified,Australia,,,No,2,26,Rejected
48084,India,1/4/2024 19:06,Bachelor's,N,N,Student,Center B,22,Certified,Canada,,,Yes,2,10,Rejected
48085,India,3/31/2024 5:17,Master's,N,N,Tourist,Center D,305,Certified,UK,,,Yes,2,21,Rejected
48086,India,1/26/2025 6:07,PhD,Y,N,Work,Center A,278,Certified,Singapore,No,3,Yes,2,17,Rejected
48087,India,9/23/2025 21:06,Bachelor's,Y,N,Student,Center A,59,Certified,USA,,,No,1,14,Rejected
48088,India,4/11/2025 10:48,Diploma,Y,Y,Student,Center D,335,Certified,Singapore,,,Yes,0,59,Pending
48089,India,1/3/2025 0:54,PhD,Y,N,Business,Center B,349,Certified,Canada,,,Yes,1,20,Approved
48090,India,5/24/2025 7:48,Diploma,N,N,Student,Center C,351,Certified,Singapore,,,No,2,33,Rejected
48091,India,1/8/2025 20:51,Bachelor's,Y,Y,Tourist,Center A,35,Certified,Germany,,,No,2,17,Rejected
48092,India,7/23/2024 11:20,High School,Y,N,Student,Center D,342,Certified,UK,,,Yes,1,22,Approved
48093,India,5/31/2024 4:42,PhD,Y,Y,Business,Center B,161,Certified,Canada,,,No,2,20,Rejected
48094,India,5/4/2025 18:29,Diploma,Y,Y,Student,Center A,40,Denied,USA,,,No,0,19,Rejected
