case_number,employer_name,job_title,salary,case_received_date,decision_date,case_status,work_city,work_state
CASE102925,GlobalSoft,Software Engineer,147154,2023-06-06,2021-05-14,Denied,Mumbai,MH
CASE102926,NextGen,AI Engineer,64408,2018-05-10,2019-03-15,Approved,Bangalore,MH
CASE102927,DataWorks,Software Engineer,87940,2023-06-22,2020-04-01,Approved,Chennai,KA
CASE102928,DataWorks,Consultant,43657,2018-05-29,2021-02-11,Approved,Bangalore,KA
CASE102929,DataWorks,Consultant,61230,2022-02-04,2018-09-09,Approved,Mumbai,MH
CASE102930,NextGen,Consultant,124731,2020-03-28,2022-01-09,Denied,Pune,MH
CASE102931,DataWorks,Data Analyst,178939,2022-10-11,2019-10-10,Approved,Chennai,TN
CASE102932,TechCorp,Consultant,44329,2022-07-05,2021-10-10,Approved,Bangalore,KA
CASE102933,DataWorks,Consultant,75865,2020-08-05,2020-12-02,Approved,Chennai,AP
CASE102934,InfoSys,Data Analyst,77869,2019-05-15,2018-09-12,Approved,Hyderabad,MH
CASE102935,NextGen,Project Manager,160185,2022-07-31,2018-03-28,Approved,Chennai,AP
CASE102936,InfoSys,Software Engineer,123984,2021-10-10,2021-12-04,Approved,Bangalore,KA
CASE102937,DataWorks,Consultant,165172,2023-04-24,2018-05-27,Approved,Hyderabad,KA
CASE102938,TechCorp,Software Engineer,141069,2021-05-19,2019-03-16,Approved,Hyderabad,TS
CASE102939,GlobalSoft,AI Engineer,129711,2019-10-20,2023-05-01,Approved,Hyderabad,MH
CASE102940,DataWorks,Software Engineer,106252,2022-06-08,2023-07-07,Approved,Pune,KA
CASE102941,TechCorp,Data Analyst,119386,2020-11-19,2023-09-13,Denied,Pune,KA
CASE102942,NextGen,Software Engineer,158728,2019-07-31,2018-02-22,Approved,Hyderabad,MH
CASE102943,InfoSys,Software Engineer,172783,2020-11-13,2020-02-14,Denied,Bangalore,TS
CASE102944,InfoSys,Software Engineer,65801,2020-09-10,2019-09-24,Approved,Hyderabad,TS
CASE102945,InfoSys,Project Manager,130709,2023-05-21,2020-09-26,Approved,Hyderabad,TS
CASE102946,NextGen,Project Manager,93270,2019-12-24,2021-04-23,Approved,Chennai,TS
CASE102947,TechCorp,AI Engineer,95535,2018-08-10,2023-02-16,Approved,Chennai,TN
CASE102948,NextGen,Data Analyst,56220,2019-08-25,2018-04-21,Approved,Chennai,MH
CASE102949,InfoSys,Software Engineer,53392,2022-06-30,2019-05-28,Denied,Mumbai,MH
CASE102950,DataWorks,Software Engineer,173318,2019-11-15,2021-12-31,Approved,Chennai,MH
CASE102951,GlobalSoft,Software Engineer,60010,2020-01-12,2018-03-04,Approved,Chennai,TS
CASE102952,NextGen,Software Engineer,166951,2020-07-13,2023-10-14,Approved,Bangalore,TS
CASE102953,NextGen,Project Manager,108358,2022-06-01,2021-07-26,Denied,Pune,KA
CASE102954,TechCorp,AI Engineer,136190,2019-08-03,2018-11-06,Pending,Pune,TN
CASE102955,TechCorp,Consultant,155795,2023-03-16,2023-07-31,Approved,Pune,MH
CASE102956,NextGen,Data Analyst,162790,2019-02-05,2022-09-09,Approved,Mumbai,TN
CASE102957,InfoSys,Software Engineer,165223,2023-03-04,2022-05-24,Approved,Hyderabad,MH
CASE102958,GlobalSoft,AI Engineer,115205,2020-06-19,2020-01-01,Denied,Chennai,TS
CASE102959,TechCorp,Consultant,41082,2022-06-16,2022-12-15,Pending,Bangalore,TS
CASE102960,InfoSys,AI Engineer,115093,2019-05-27,2020-11-14,Denied,Mumbai,MH
CASE102961,DataWorks,Project Manager,91952,2018-03-29,2021-07-07,Approved,Pune,AP
CASE102962,TechCorp,Consultant,76719,2022-01-28,2019-11-26,Approved,Mumbai,TS
CASE102963,InfoSys,AI Engineer,88737,2018-02-19,2021-09-03,Denied,Bangalore,KA
CASE102964,InfoSys,Project Manager,147271,2018-04-13,2021-12-19,Denied,Mumbai,TS
CASE102965,GlobalSoft,AI Engineer,107839,2019-01-03,2020-12-22,Denied,Pune,KA
CASE102966,GlobalSoft,AI Engineer,87931,2020-07-24,2023-05-23,Approved,Hyderabad,TN
CASE102967,DataWorks,Consultant,79925,2022-02-24,2021-11-17,Approved,Pune,TS
CASE102968,InfoSys,Project Manager,127745,2022-05-01,2021-03-10,Approved,Pune,TS
CASE102969,InfoSys,Software Engineer,166298,2022-09-11,2021-03-20,Denied,Pune,TN
CASE102970,GlobalSoft,Data Analyst,133709,2022-12-08,2023-09-25,Approved,Mumbai,KA
CASE102971,TechCorp,Consultant,82287,2021-07-15,2020-02-08,Approved,Bangalore,AP
CASE102972,TechCorp,Project Manager,147252,2021-11-21,2022-04-26,Approved,Pune,KA
CASE102973,NextGen,AI Engineer,149323,2021-09-05,2023-12-16,Approved,Mumbai,MH
CASE102974,GlobalSoft,Project Manager,52803,2022-03-24,2024-01-03,Approved,Bangalore,MH
CASE102975,NextGen,Data Analyst,158819,2022-01-12,2022-03-05,Approved,Hyderabad,MH
CASE102976,GlobalSoft,Data Analyst,133361,2022-12-06,2022-02-01,Approved,Pune,TN
CASE102977,DataWorks,Software Engineer,53698,2022-02-08,2019-01-14,Pending,Chennai,KA
CASE102978,InfoSys,Software Engineer,55376,2020-06-16,2018-09-19,Pending,Mumbai,TS
CASE102979,DataWorks,Data Analyst,53117,2022-06-02,2023-07-20,Approved,Hyderabad,MH
CASE102980,GlobalSoft,Consultant,88786,2020-06-27,2022-05-06,Denied,Hyderabad,KA
CASE102981,InfoSys,Consultant,153005,2021-06-17,2023-06-24,Approved,Hyderabad,TS
CASE102982,TechCorp,AI Engineer,106480,2018-09-15,2022-08-14,Pending,Mumbai,KA
CASE102983,TechCorp,Software Engineer,172583,2022-09-28,2023-05-27,Denied,Bangalore,TN
CASE102984,NextGen,AI Engineer,93233,2023-06-19,2019-07-29,Approved,Chennai,MH
CASE102985,GlobalSoft,Software Engineer,151022,2023-05-22,2019-02-26,Approved,Bangalore,AP
CASE102986,GlobalSoft,Data Analyst,132529,2023-02-09,2021-05-08,Approved,Pune,MH
CASE102987,TechCorp,Consultant,140919,2022-07-25,2023-11-25,Denied,Chennai,MH
CASE102988,DataWorks,Consultant,123533,2023-06-11,2023-07-12,Approved,Bangalore,TN
CASE102989,InfoSys,Data Analyst,109407,2019-01-25,2018-11-23,Approved,Pune,TS
CASE102990,DataWorks,AI Engineer,113809,2021-09-28,2021-01-21,Approved,Chennai,MH
CASE102991,DataWorks,AI Engineer,57229,2020-02-12,2018-10-27,Pending,Mumbai,TS
CASE102992,TechCorp,Project Manager,82176,2020-01-24,2021-02-02,Pending,Pune,TS
CASE102993,TechCorp,Software Engineer,134825,2021-11-11,2022-10-06,Approved,Bangalore,TN
CASE102994,TechCorp,AI Engineer,174332,2019-01-29,2019-06-24,Denied,Chennai,MH
CASE102995,NextGen,Data Analyst,137555,2019-11-14,2021-02-20,Denied,Pune,TN
CASE102996,DataWorks,AI Engineer,43145,2022-08-10,2021-01-11,Denied,Pune,TN
CASE102997,GlobalSoft,Consultant,137289,2018-09-27,2019-06-10,Approved,Mumbai,AP
CASE102998,InfoSys,Software Engineer,178874,2018-05-29,2018-05-04,Approved,Pune,TN
CASE102999,NextGen,Project Manager,42263,2021-11-04,2019-10-17,Approved,Chennai,AP
CASE103000,GlobalSoft,Software Engineer,97788,2020-03-21,2018-09-16,Approved,Hyderabad,TS
CASE103001,DataWorks,Consultant,179227,2018-01-28,2021-12-15,Approved,Chennai,TS
CASE103002,TechCorp,Consultant,171994,2021-03-18,2020-01-21,Approved,Chennai,KA
CASE103003,DataWorks,Consultant,85344,2021-12-14,2020-10-06,Approved,Mumbai,KA
CASE103004,InfoSys,Consultant,162819,2018-10-07,2018-10-24,Approved,Mumbai,TS
CASE103005,NextGen,Data Analyst,113352,2021-04-20,2020-10-30,Approved,Pune,MH
CASE103006,NextGen,Project Manager,80324,2018-06-15,2018-11-07,Approved,Mumbai,KA
CASE103007,InfoSys,Consultant,134075,2018-01-17,2020-09-18,Denied,Pune,TN
CASE103008,GlobalSoft,Consultant,117169,2021-03-19,2021-02-10,Pending,Hyderabad,KA
CASE103009,GlobalSoft,AI Engineer,63384,2018-12-05,2021-05-24,Approved,Bangalore,TS
CASE103010,NextGen,Project Manager,43512,2020-12-04,2021-11-02,Denied,Mumbai,MH
CASE103011,NextGen,Software Engineer,177138,2022-03-06,2019-03-29,Approved,Mumbai,TS
CASE103012,TechCorp,Project Manager,163775,2020-04-21,2023-07-29,Denied,Hyderabad,MH
CASE103013,GlobalSoft,Project Manager,118743,2018-07-08,2019-04-29,Approved,Mumbai,KA
CASE103014,InfoSys,Project Manager,125642,2019-10-13,2019-06-21,Approved,Hyderabad,TN
CASE103015,GlobalSoft,Consultant,169587,2020-12-20,2021-04-10,Approved,Pune,TN
CASE103016,TechCorp,Consultant,119858,2018-10-21,2018-12-12,Approved,Mumbai,TS
CASE103017,NextGen,Data Analyst,94800,2023-02-01,2022-09-26,Approved,Mumbai,MH
CASE103018,NextGen,Software Engineer,140364,2020-11-22,2020-03-04,Approved,Pune,KA
CASE103019,TechCorp,AI Engineer,42387,2021-08-15,2021-07-09,Approved,Mumbai,MH
CASE103020,InfoSys,Project Manager,172871,2019-02-19,2020-07-16,Denied,Chennai,MH
CASE103021,NextGen,Software Engineer,159095,2022-07-06,2020-09-09,Approved,Hyderabad,MH
CASE103022,DataWorks,Software Engineer,75548,2020-03-13,2022-06-14,Approved,Bangalore,KA
CASE103023,NextGen,Data Analyst,130450,2022-04-22,2023-10-01,Approved,Chennai,MH
CASE103024,DataWorks,AI Engineer,145669,2019-03-07,2019-02-18,Denied,Bangalore,TN
CASE103025,TechCorp,Project Manager,120171,2022-02-27,2018-05-13,Approved,Chennai,TS
CASE103026,TechCorp,AI Engineer,85414,2021-01-28,2020-07-18,Approved,Chennai,AP
CASE103027,NextGen,Data Analyst,113071,2020-11-12,2018-05-20,Approved,Chennai,MH
CASE103028,GlobalSoft,Consultant,152808,2021-12-14,2022-03-06,Approved,Hyderabad,TN
CASE103029,DataWorks,Software Engineer,118591,2021-12-18,2019-12-01,Approved,Bangalore,TN
CASE103030,InfoSys,Project Manager,44297,2019-05-02,2019-02-18,Approved,Pune,TS
CASE103031,NextGen,Consultant,149513,2022-10-20,2023-08-13,Approved,Pune,TS
CASE103032,InfoSys,Data Analyst,168668,2018-03-30,2020-03-02,Approved,Mumbai,AP
CASE103033,NextGen,AI Engineer,126479,2021-05-17,2020-07-04,Approved,Hyderabad,AP
CASE103034,GlobalSoft,Software Engineer,138752,2018-09-28,2023-11-27,Approved,Hyderabad,AP
CASE103035,GlobalSoft,Project Manager,176080,2023-05-11,2021-06-19,Approved,Hyderabad,KA
CASE103036,GlobalSoft,Consultant,155481,2022-11-08,2020-11-10,Pending,Chennai,KA
CASE103037,GlobalSoft,Consultant,107156,2020-06-18,2022-02-07,Approved,Hyderabad,TN
CASE103038,TechCorp,Software Engineer,100263,2021-11-30,2018-02-09,Denied,Pune,TS
CASE103039,TechCorp,AI Engineer,158996,2022-10-11,2022-05-15,Approved,Hyderabad,MH
CASE103040,DataWorks,Data Analyst,139252,2018-10-05,2020-04-01,Approved,Chennai,TS
CASE103041,InfoSys,AI Engineer,158632,2018-07-25,2023-06-21,Denied,Bangalore,KA
CASE103042,NextGen,AI Engineer,114855,2022-06-02,2021-01-13,Approved,Hyderabad,TN
CASE103043,NextGen,AI Engineer,56575,2020-07-01,2022-08-20,Approved,Bangalore,MH
CASE103044,TechCorp,Software Engineer,52204,2018-11-24,2020-02-13,Approved,Mumbai,AP
CASE103045,NextGen,Software Engineer,51952,2022-06-22,2019-04-26,Approved,Chennai,AP
CASE103046,TechCorp,Data Analyst,123323,2020-05-07,2021-02-20,Denied,Hyderabad,KA
CASE103047,DataWorks,AI Engineer,66437,2020-05-26,2021-10-16,Approved,Mumbai,TN
CASE103048,InfoSys,Software Engineer,167129,2020-05-11,2022-10-28,Approved,Mumbai,TS
CASE103049,DataWorks,Data Analyst,127681,2018-12-02,2021-05-01,Denied,Bangalore,KA
CASE103050,GlobalSoft,Data Analyst,47903,2019-08-29,2020-07-26,Pending,Pune,TS
CASE103051,GlobalSoft,AI Engineer,66863,2019-08-15,2023-12-03,Denied,Pune,MH
CASE103052,GlobalSoft,Project Manager,83381,2020-11-27,2022-11-14,Approved,Pune,TS
CASE103053,DataWorks,AI Engineer,68548,2020-10-10,2021-02-18,Denied,Pune,MH
CASE103054,NextGen,Project Manager,51467,2023-04-28,2022-03-18,Denied,Chennai,TN
CASE103055,InfoSys,Data Analyst,97954,2021-06-05,2021-07-30,Denied,Hyderabad,KA
CASE103056,GlobalSoft,Software Engineer,63901,2022-02-15,2023-01-18,Denied,Hyderabad,TS
CASE103057,GlobalSoft,Consultant,63301,2021-03-03,2022-09-05,Pending,Chennai,TN
CASE103058,GlobalSoft,Data Analyst,164686,2019-12-09,2021-07-21,Approved,Bangalore,TN
CASE103059,InfoSys,Software Engineer,125180,2020-09-04,2020-12-29,Approved,Hyderabad,TS
CASE103060,GlobalSoft,Data Analyst,109903,2021-11-14,2022-07-22,Denied,Mumbai,AP
CASE103061,InfoSys,AI Engineer,143955,2022-12-23,2020-12-22,Approved,Hyderabad,AP
CASE103062,GlobalSoft,Project Manager,59755,2022-06-25,2019-04-25,Approved,Chennai,MH
CASE103063,DataWorks,Data Analyst,99817,2019-03-01,2023-03-18,Approved,Bangalore,TN
CASE103064,DataWorks,Software Engineer,42093,2019-08-10,2019-10-17,Denied,Hyderabad,KA
CASE103065,InfoSys,AI Engineer,136319,2020-03-16,2023-06-23,Approved,Chennai,KA
CASE103066,DataWorks,Consultant,62940,2022-03-14,2020-07-03,Approved,Mumbai,TN
CASE103067,InfoSys,AI Engineer,168714,2019-12-21,2018-12-15,Approved,Pune,AP
CASE103068,DataWorks,Project Manager,131544,2022-06-07,2021-11-26,Approved,Mumbai,TN
CASE103069,DataWorks,AI Engineer,124437,2021-12-21,2021-11-05,Approved,Mumbai,MH
CASE103070,InfoSys,Consultant,132969,2020-08-06,2021-10-08,Approved,Bangalore,TN
CASE103071,NextGen,Software Engineer,147001,2019-10-17,2019-06-02,Denied,Hyderabad,TS
CASE103072,DataWorks,Data Analyst,127725,2019-04-19,2019-04-26,Denied,Pune,AP
CASE103073,GlobalSoft,Project Manager,155784,2019-07-22,2019-01-18,Denied,Chennai,TS
CASE103074,NextGen,Consultant,150675,2021-10-16,2021-03-15,Approved,Pune,TS
CASE103075,InfoSys,Project Manager,134266,2023-05-30,2023-05-25,Approved,Hyderabad,TN
CASE103076,NextGen,AI Engineer,49236,2022-12-28,2023-12-03,Approved,Bangalore,TN
CASE103077,TechCorp,Project Manager,112597,2018-07-30,2018-10-05,Approved,Hyderabad,KA
CASE103078,TechCorp,Consultant,174974,2023-05-31,2019-08-21,Approved,Chennai,TS
CASE103079,DataWorks,Data Analyst,139656,2021-04-17,2019-12-15,Denied,Pune,TN
CASE103080,DataWorks,Data Analyst,74364,2023-04-28,2019-11-05,Approved,Mumbai,KA
CASE103081,GlobalSoft,Project Manager,147071,2020-12-17,2019-05-24,Approved,Hyderabad,TS
CASE103082,NextGen,Software Engineer,134410,2021-01-01,2019-02-02,Pending,Bangalore,KA
CASE103083,TechCorp,Project Manager,98473,2018-08-03,2023-02-18,Approved,Bangalore,AP
CASE103084,DataWorks,AI Engineer,84153,2020-06-18,2019-01-22,Pending,Pune,MH
CASE103085,NextGen,Data Analyst,78502,2022-12-07,2021-10-30,Pending,Mumbai,TS
CASE103086,DataWorks,Data Analyst,55675,2023-06-06,2022-02-05,Approved,Chennai,TN
CASE103087,DataWorks,Data Analyst,158384,2021-01-01,2023-02-16,Approved,Mumbai,AP
CASE103088,TechCorp,Software Engineer,118229,2019-04-12,2020-12-25,Denied,Pune,KA
CASE103089,TechCorp,Software Engineer,129049,2021-07-18,2022-08-02,Approved,Mumbai,MH
CASE103090,DataWorks,Consultant,129157,2022-03-03,2020-05-07,Approved,Pune,TS
CASE103091,InfoSys,Project Manager,145711,2018-12-20,2021-04-14,Denied,Mumbai,MH
CASE103092,DataWorks,Project Manager,150090,2021-06-11,2023-01-16,Approved,Hyderabad,AP
CASE103093,DataWorks,AI Engineer,133321,2021-09-04,2023-05-09,Approved,Bangalore,MH
CASE103094,GlobalSoft,Data Analyst,66465,2020-11-08,2018-07-17,Approved,Pune,TS
CASE103095,GlobalSoft,Software Engineer,72286,2019-09-17,2018-04-27,Denied,Pune,AP
CASE103096,GlobalSoft,AI Engineer,94795,2022-05-18,2018-07-03,Approved,Bangalore,KA
CASE103097,InfoSys,AI Engineer,148139,2019-01-07,2018-12-11,Approved,Chennai,TS
CASE103098,InfoSys,Software Engineer,143845,2018-07-03,2023-02-28,Approved,Pune,MH
CASE103099,DataWorks,Project Manager,89986,2021-07-24,2020-01-23,Approved,Hyderabad,TS
CASE103100,GlobalSoft,Data Analyst,115396,2019-11-05,2023-07-05,Denied,Mumbai,AP
CASE103101,InfoSys,Project Manager,95178,2020-01-25,2023-02-27,Denied,Hyderabad,MH
CASE103102,TechCorp,AI Engineer,50745,2021-03-14,2022-10-26,Approved,Pune,KA
CASE103103,DataWorks,Data Analyst,119637,2022-08-09,2021-03-04,Approved,Chennai,TN
CASE103104,NextGen,Consultant,176100,2021-01-09,2023-08-16,Approved,Pune,KA
CASE103105,DataWorks,AI Engineer,88566,2018-11-18,2019-01-15,Approved,Chennai,TS
CASE103106,NextGen,Project Manager,83722,2019-03-11,2020-05-03,Approved,Bangalore,TN
CASE103107,GlobalSoft,Project Manager,126623,2023-01-31,2019-04-13,Approved,Mumbai,AP
CASE103108,NextGen,Project Manager,151074,2020-12-02,2023-07-28,Approved,Hyderabad,MH
CASE103109,GlobalSoft,Software Engineer,114974,2021-08-29,2018-07-18,Approved,Chennai,MH
CASE103110,TechCorp,AI Engineer,124084,2023-04-14,2018-02-22,Denied,Hyderabad,AP
CASE103111,NextGen,Data Analyst,157353,2018-10-20,2018-11-07,Denied,Bangalore,TS
CASE103112,DataWorks,Project Manager,144417,2019-11-19,2019-03-10,Approved,Pune,KA
CASE103113,GlobalSoft,Project Manager,108099,2020-06-06,2018-09-19,Approved,Chennai,TN
CASE103114,DataWorks,Software Engineer,179570,2018-03-10,2018-04-19,Denied,Mumbai,AP
CASE103115,InfoSys,Data Analyst,65107,2018-02-25,2020-12-24,Pending,Chennai,TS
CASE103116,GlobalSoft,AI Engineer,173768,2019-09-23,2021-03-09,Approved,Pune,TS
CASE103117,NextGen,Consultant,93839,2021-05-12,2021-10-06,Denied,Pune,TN
CASE103118,GlobalSoft,Software Engineer,129241,2019-02-24,2021-11-18,Denied,Mumbai,AP
CASE103119,DataWorks,AI Engineer,63397,2023-05-05,2022-07-28,Approved,Mumbai,KA
CASE103120,TechCorp,Consultant,47704,2019-07-21,2022-01-07,Approved,Bangalore,KA
CASE103121,GlobalSoft,Project Manager,56442,2019-07-04,2019-07-31,Approved,Hyderabad,AP
CASE103122,NextGen,Project Manager,169576,2018-08-31,2022-10-26,Approved,Chennai,MH
CASE103123,InfoSys,Data Analyst,49765,2021-05-09,2021-09-08,Approved,Bangalore,KA
CASE103124,TechCorp,Consultant,155828,2020-01-18,2021-02-12,Pending,Hyderabad,MH
CASE103125,InfoSys,Project Manager,50002,2022-02-06,2020-07-27,Denied,Bangalore,AP
CASE103126,GlobalSoft,Project Manager,51390,2019-06-11,2021-06-08,Approved,Mumbai,TS
CASE103127,DataWorks,Data Analyst,46641,2022-08-07,2019-12-16,Approved,Mumbai,AP
CASE103128,DataWorks,AI Engineer,151119,2018-03-18,2023-11-04,Approved,Pune,TS
CASE103129,NextGen,Project Manager,55624,2022-02-10,2022-09-02,Approved,Chennai,AP
CASE103130,DataWorks,Software Engineer,49966,2023-01-19,2023-11-14,Approved,Chennai,MH
CASE103131,TechCorp,Software Engineer,111301,2019-03-16,2020-09-14,Pending,Chennai,MH
CASE103132,DataWorks,AI Engineer,155123,2021-07-10,2022-09-09,Approved,Bangalore,AP
CASE103133,NextGen,Consultant,118183,2021-04-23,2023-05-17,Approved,Bangalore,TS
CASE103134,GlobalSoft,Data Analyst,44959,2020-12-14,2022-06-23,Approved,Chennai,AP
CASE103135,GlobalSoft,Software Engineer,90802,2021-08-24,2020-01-02,Approved,Pune,TS
CASE103136,DataWorks,Software Engineer,164125,2019-05-31,2020-04-30,Approved,Hyderabad,MH
CASE103137,InfoSys,AI Engineer,163795,2021-08-15,2020-07-06,Approved,Bangalore,TN
CASE103138,GlobalSoft,Consultant,67215,2022-04-25,2023-05-04,Approved,Chennai,KA
CASE103139,DataWorks,Consultant,95046,2021-06-07,2021-09-20,Approved,Mumbai,MH
CASE103140,NextGen,AI Engineer,134593,2021-11-01,2020-06-24,Approved,Bangalore,AP
CASE103141,DataWorks,Software Engineer,119036,2021-08-02,2018-07-15,Approved,Hyderabad,AP
CASE103142,GlobalSoft,Data Analyst,149864,2021-03-07,2021-04-18,Approved,Bangalore,TS
CASE103143,NextGen,Software Engineer,160333,2022-02-10,2019-08-10,Denied,Hyderabad,KA
CASE103144,DataWorks,Consultant,56772,2019-09-07,2021-05-12,Approved,Hyderabad,MH
CASE103145,TechCorp,Software Engineer,91943,2020-10-27,2020-01-09,Approved,Bangalore,KA
CASE103146,NextGen,Data Analyst,108868,2019-11-07,2020-01-18,Approved,Hyderabad,KA
CASE103147,TechCorp,Project Manager,89855,2021-12-13,2022-06-22,Approved,Bangalore,MH
CASE103148,InfoSys,Software Engineer,141124,2022-02-04,2023-12-15,Denied,Bangalore,TS
CASE103149,NextGen,AI Engineer,97205,2023-05-13,2021-02-04,Approved,Pune,TS
CASE103150,TechCorp,Project Manager,176031,2019-02-24,2023-08-12,Denied,Mumbai,TS
CASE103151,GlobalSoft,AI Engineer,65874,2023-03-16,2021-07-14,Approved,Hyderabad,TN
CASE103152,GlobalSoft,AI Engineer,171007,2018-10-03,2018-11-17,Approved,Bangalore,KA
CASE103153,InfoSys,AI Engineer,41301,2022-05-04,2021-06-21,Denied,Hyderabad,TN
CASE103154,NextGen,Software Engineer,98017,2019-08-31,2023-11-18,Approved,Bangalore,TS
CASE103155,NextGen,Consultant,83319,2019-07-25,2020-02-15,Approved,Bangalore,MH
CASE103156,NextGen,Project Manager,62455,2022-11-02,2021-05-12,Denied,Bangalore,KA
CASE103157,InfoSys,Data Analyst,175184,2022-09-09,2019-12-30,Pending,Mumbai,MH
CASE103158,NextGen,Consultant,97033,2018-03-31,2019-07-08,Approved,Hyderabad,AP
CASE103159,GlobalSoft,Software Engineer,146924,2018-10-09,2023-02-19,Approved,Mumbai,KA
CASE103160,TechCorp,AI Engineer,72735,2022-04-21,2020-11-19,Approved,Mumbai,MH
CASE103161,GlobalSoft,Data Analyst,112781,2021-04-09,2023-08-03,Approved,Mumbai,TS
CASE103162,GlobalSoft,Project Manager,166031,2019-09-30,2019-05-09,Approved,Mumbai,TN
CASE103163,TechCorp,Consultant,168305,2020-03-21,2022-08-22,Denied,Pune,MH
CASE103164,GlobalSoft,Consultant,148049,2021-10-10,2019-04-26,Approved,Hyderabad,AP
CASE103165,InfoSys,Data Analyst,45630,2021-05-12,2021-12-20,Denied,Hyderabad,TS
CASE103166,TechCorp,Software Engineer,105488,2021-08-05,2023-04-30,Approved,Bangalore,AP
CASE103167,GlobalSoft,Project Manager,174278,2020-05-17,2020-08-11,Approved,Hyderabad,TN
CASE103168,DataWorks,Data Analyst,96289,2019-04-07,2018-12-12,Pending,Mumbai,AP
CASE103169,GlobalSoft,AI Engineer,58953,2022-06-21,2019-12-02,Approved,Chennai,MH
CASE103170,InfoSys,Project Manager,140932,2020-01-20,2019-12-29,Approved,Hyderabad,MH
CASE103171,NextGen,Consultant,118930,2021-04-11,2020-10-19,Approved,Chennai,TS
CASE103172,GlobalSoft,Data Analyst,41067,2018-10-28,2021-11-07,Denied,Pune,TN
CASE103173,NextGen,Consultant,90658,2019-08-23,2021-07-16,Approved,Bangalore,TN
CASE103174,DataWorks,Consultant,92165,2023-04-19,2021-03-03,Approved,Bangalore,KA
CASE103175,GlobalSoft,Consultant,120781,2023-03-02,2020-07-25,Approved,Bangalore,KA
CASE103176,TechCorp,Software Engineer,69164,2019-06-13,2020-12-18,Approved,Pune,MH
CASE103177,NextGen,Consultant,144946,2018-05-20,2018-04-29,Denied,Mumbai,AP
CASE103178,DataWorks,AI Engineer,167580,2022-11-25,2022-06-05,Approved,Chennai,AP
CASE103179,TechCorp,AI Engineer,139251,2018-10-05,2019-01-29,Approved,Hyderabad,TS
CASE103180,TechCorp,Project Manager,60773,2019-10-25,2018-12-10,Approved,Mumbai,TN
CASE103181,TechCorp,Consultant,73939,2019-05-26,2019-08-01,Denied,Bangalore,MH
CASE103182,TechCorp,Consultant,177186,2021-10-01,2020-04-05,Denied,Bangalore,AP
CASE103183,GlobalSoft,Data Analyst,138475,2023-02-13,2022-04-09,Denied,Mumbai,KA
