case_id,continent,country_of_applicant,education_of_employee,has_job_experience,requires_job_training,no_of_employees,yr_of_estab,region_of_employment,prevailing_wage,unit_of_wage,full_time_position,visa_type,application_season,processing_center,processing_time_days,case_status
50403,North America,India,Bachelor's,Y,N,9892,2018,Midwest,55337.87,Monthly,Y,Work,Fall,Center A,291,Certified
50404,North America,Australia,Master's,Y,Y,30343,2017,West,147857.1,Weekly,Y,Dependent,Fall,Center C,337,Denied
50405,Europe,Japan,PhD,Y,N,20068,1972,Midwest,22594.54,Yearly,Y,Student,Summer,Center C,312,Denied
50406,Oceania,Japan,PhD,N,Y,46821,2010,Northeast,37338.18,Hourly,Y,Work,Summer,Center C,255,Denied
50407,Africa,Germany,Bachelor's,Y,Y,30418,2012,West,44576.93,Hourly,Y,Tourist,Summer,Center D,274,Certified
50408,Oceania,UK,High School,N,Y,37270,1999,Northeast,106224.21,Hourly,Y,PR,Summer,Center B,310,Certified
50409,Europe,Japan,PhD,Y,N,42491,1977,South,11855.98,Yearly,Y,Work,Winter,Center D,61,Certified
50410,Oceania,India,PhD,N,N,32182,1995,West,20436.72,Weekly,Y,PR,Winter,Center A,157,Certified
50411,Europe,Nigeria,Bachelor's,N,N,40507,2007,Northeast,16646.51,Monthly,N,Tourist,Winter,Center D,101,Certified
50412,North America,UAE,PhD,N,N,47309,2005,West,63745.66,Hourly,N,Student,Spring,Center C,34,Certified
50413,Africa,Nigeria,Diploma,N,Y,48390,1995,West,85590.48,Monthly,N,Business,Fall,Center B,101,Certified
50414,Africa,Brazil,High School,Y,N,24119,2001,South,131667.15,Yearly,N,Student,Fall,Center C,173,Certified
50415,North America,Germany,Bachelor's,Y,N,46768,1991,South,24086.29,Weekly,Y,Tourist,Spring,Center A,359,Certified
50416,Asia,Japan,PhD,Y,Y,46134,1972,South,149142.39,Hourly,Y,Student,Spring,Center A,52,Denied
50417,North America,UAE,Diploma,Y,N,44177,1994,Midwest,131197.44,Weekly,Y,Work,Fall,Center D,293,Certified
50418,South America,Japan,Bachelor's,Y,Y,2700,1988,Northeast,20057.42,Yearly,N,Student,Fall,Center B,308,Certified
50419,Oceania,Canada,High School,Y,Y,15700,1983,Northeast,1264.96,Hourly,Y,PR,Winter,Center D,245,Certified
50420,Africa,Germany,Diploma,Y,N,10276,2010,Northeast,641.66,Yearly,N,Dependent,Spring,Center C,333,Certified
50421,North America,Canada,Master's,Y,N,33307,2020,Northeast,14646.97,Monthly,Y,PR,Spring,Center B,309,Certified
50422,Europe,UAE,Bachelor's,N,N,27435,2008,West,122616.06,Weekly,Y,Dependent,Winter,Center D,81,Certified
50423,Europe,China,High School,N,Y,30313,1965,South,116194.4,Hourly,Y,Work,Spring,Center D,353,Certified
50424,Oceania,Australia,PhD,Y,Y,49334,2000,Northeast,54920.57,Yearly,Y,Business,Spring,Center A,23,Certified
50425,Europe,Canada,Diploma,Y,Y,44361,1954,South,52251.69,Weekly,Y,Business,Summer,Center B,187,Certified
50426,North America,Australia,High School,Y,N,21750,1982,Northeast,10978.67,Monthly,Y,Student,Summer,Center B,269,Denied
50427,Asia,China,Diploma,Y,N,36648,1956,Northeast,144910.72,Monthly,Y,PR,Summer,Center A,295,Certified
50428,South America,Nigeria,Bachelor's,N,N,13385,1984,Northeast,72767.45,Hourly,Y,PR,Winter,Center B,172,Certified
50429,Europe,China,Bachelor's,N,Y,7094,1954,Midwest,98315.28,Hourly,Y,PR,Fall,Center C,180,Certified
50430,North America,Australia,High School,Y,N,12290,2016,Midwest,104766.49,Weekly,Y,PR,Fall,Center D,54,Certified
50431,Asia,China,Bachelor's,Y,N,21038,2000,Midwest,117105.26,Monthly,Y,Dependent,Summer,Center C,268,Certified
50432,Africa,India,PhD,Y,Y,28026,1988,South,117380.73,Monthly,Y,Tourist,Fall,Center A,115,Certified
50433,Africa,UAE,Master's,N,N,2934,2016,West,128826.19,Weekly,Y,PR,Summer,Center B,65,Certified
50434,Oceania,Japan,PhD,Y,Y,2035,1990,Midwest,78127.26,Weekly,N,Student,Spring,Center B,351,Certified
50435,South America,Nigeria,High School,Y,N,14578,2009,South,62096.27,Yearly,Y,Work,Summer,Center B,152,Denied
50436,North America,Nigeria,High School,Y,N,24476,2007,Midwest,109308.28,Yearly,N,Work,Fall,Center C,279,Certified
50437,North America,Nigeria,High School,Y,Y,27440,1951,Northeast,108533.36,Hourly,Y,PR,Fall,Center D,169,Certified
50438,Europe,India,Master's,Y,Y,46880,2014,West,117667.4,Yearly,Y,Dependent,Fall,Center D,356,Certified
50439,Asia,Australia,PhD,Y,N,21735,1951,Midwest,85899.24,Monthly,Y,Business,Fall,Center B,14,Denied
50440,South America,UK,High School,Y,N,9547,1980,West,148138.0,Hourly,N,Student,Summer,Center C,144,Certified
50441,Asia,India,Bachelor's,Y,N,45355,2020,West,65701.8,Weekly,Y,Dependent,Fall,Center B,343,Certified
50442,South America,India,High School,Y,N,40371,1984,South,148276.72,Hourly,Y,Tourist,Summer,Center D,161,Certified
50443,North America,India,High School,Y,N,4144,1990,Midwest,27650.82,Monthly,Y,PR,Winter,Center B,200,Certified
50444,North America,Canada,Bachelor's,Y,N,20278,2018,Northeast,56372.35,Weekly,N,Tourist,Fall,Center C,304,Denied
50445,South America,Nigeria,PhD,Y,N,46935,2023,West,114471.14,Hourly,Y,Work,Winter,Center A,230,Certified
50446,Asia,Canada,High School,Y,N,14513,1972,South,78837.56,Weekly,Y,Student,Spring,Center C,318,Certified
50447,Oceania,Canada,Diploma,Y,Y,24760,1983,Midwest,87214.62,Monthly,Y,Work,Winter,Center C,342,Certified
50448,Africa,Germany,High School,Y,N,43891,1972,Midwest,2276.61,Hourly,Y,Student,Spring,Center C,334,Certified
50449,Africa,Canada,High School,Y,N,29337,1997,Midwest,81546.24,Monthly,Y,PR,Summer,Center B,362,Certified
50450,Europe,China,PhD,N,N,16098,1978,South,28713.53,Yearly,Y,Work,Winter,Center C,164,Certified
50451,Europe,India,High School,Y,Y,6079,2017,Midwest,48734.91,Yearly,Y,PR,Summer,Center A,60,Certified
50452,Oceania,UAE,Master's,Y,N,36533,2011,Northeast,127528.59,Monthly,N,Student,Fall,Center A,316,Certified
50453,Asia,Germany,Bachelor's,Y,Y,30911,1958,Northeast,25483.75,Monthly,Y,Tourist,Winter,Center B,237,Certified
50454,Oceania,India,PhD,N,N,27722,1968,Midwest,136106.17,Hourly,Y,Student,Spring,Center A,232,Certified
50455,North America,Canada,High School,Y,N,12268,2007,Midwest,89226.35,Yearly,N,Tourist,Summer,Center B,191,Certified
50456,Asia,China,Diploma,N,N,14720,1993,South,44148.22,Hourly,Y,PR,Spring,Center C,277,Certified
50457,South America,Germany,Master's,Y,N,17404,1987,South,8173.73,Hourly,N,Dependent,Spring,Center D,236,Denied
50458,Africa,Brazil,PhD,N,Y,14063,2004,Northeast,89415.09,Monthly,Y,Work,Spring,Center A,158,Certified
50459,Europe,India,PhD,N,Y,20562,2017,West,40717.13,Yearly,N,PR,Spring,Center D,11,Denied
50460,Asia,UAE,Bachelor's,Y,Y,38668,1987,South,127272.96,Yearly,Y,Student,Spring,Center C,343,Denied
50461,Asia,Brazil,High School,N,N,46989,2017,South,100118.31,Weekly,N,PR,Fall,Center A,125,Certified
50462,South America,UK,PhD,N,N,8707,1952,West,13546.57,Weekly,Y,PR,Winter,Center C,327,Certified
50463,North America,Japan,Diploma,N,Y,19835,2022,West,109052.59,Weekly,Y,Dependent,Winter,Center A,93,Certified
50464,North America,UK,Diploma,Y,Y,32360,1992,South,53963.35,Monthly,Y,Student,Fall,Center D,99,Certified
50465,Africa,Canada,Diploma,Y,Y,26448,1967,South,34494.65,Monthly,Y,Dependent,Winter,Center B,118,Certified
50466,Oceania,Nigeria,High School,Y,N,29372,1957,Midwest,70897.02,Monthly,Y,Business,Fall,Center A,157,Certified
50467,Oceania,India,Master's,Y,Y,15995,1998,Northeast,82952.21,Hourly,Y,Student,Fall,Center A,85,Certified
50468,Europe,Germany,PhD,N,Y,14692,2007,Midwest,138077.3,Monthly,Y,Tourist,Summer,Center B,260,Certified
50469,North America,Germany,Master's,Y,Y,22491,1976,Midwest,118953.08,Weekly,Y,Tourist,Fall,Center B,112,Certified
50470,North America,UAE,High School,Y,Y,34588,2003,South,53231.07,Weekly,Y,Work,Fall,Center D,89,Certified
50471,North America,UK,High School,Y,Y,42911,1990,Midwest,18416.45,Monthly,Y,Student,Summer,Center A,289,Certified
50472,Oceania,China,Diploma,Y,Y,45649,2005,Northeast,59182.29,Weekly,Y,Student,Winter,Center A,111,Certified
50473,Asia,Japan,Bachelor's,Y,N,4598,1991,Midwest,50201.58,Weekly,Y,Student,Fall,Center B,289,Certified
50474,North America,India,Master's,Y,Y,20966,1995,West,127465.31,Monthly,Y,PR,Winter,Center A,85,Denied
50475,Oceania,Australia,PhD,Y,Y,34861,1963,Northeast,128048.47,Hourly,Y,Business,Spring,Center C,142,Certified
50476,South America,Nigeria,High School,Y,N,6077,2004,Northeast,103995.46,Hourly,Y,Work,Fall,Center B,190,Certified
50477,Oceania,Japan,High School,N,N,41027,1966,South,60773.73,Yearly,Y,Work,Fall,Center B,293,Certified
50478,Africa,UK,Diploma,Y,N,28846,1988,Northeast,95014.46,Weekly,Y,Dependent,Spring,Center B,345,Certified
50479,North America,Japan,PhD,Y,N,49495,2005,South,104645.13,Hourly,Y,Work,Spring,Center A,99,Certified
50480,Europe,Brazil,PhD,Y,N,38320,1960,West,43225.89,Yearly,N,Business,Summer,Center A,155,Certified
50481,Asia,UK,Diploma,Y,N,32021,2019,Midwest,132403.8,Hourly,Y,Work,Spring,Center A,238,Certified
50482,South America,Japan,High School,Y,Y,43521,1986,South,149400.69,Monthly,Y,Dependent,Winter,Center B,104,Certified
50483,Oceania,China,Diploma,Y,N,37514,1980,Northeast,42802.3,Yearly,Y,PR,Fall,Center B,16,Certified
50484,Africa,China,Bachelor's,Y,N,19076,2020,West,54388.63,Yearly,N,Business,Summer,Center A,27,Certified
50485,Asia,Canada,Diploma,Y,N,4553,1956,Northeast,12563.27,Hourly,Y,Student,Spring,Center D,350,Certified
50486,South America,Germany,PhD,N,N,17586,1994,Northeast,118742.86,Weekly,Y,Student,Summer,Center A,254,Certified
50487,Asia,India,PhD,Y,Y,2681,2003,South,76024.26,Weekly,Y,Business,Summer,Center D,238,Certified
50488,Africa,UK,Master's,Y,N,49157,1986,West,133942.38,Yearly,N,Work,Summer,Center C,89,Certified
50489,Africa,Brazil,PhD,Y,N,31298,1953,South,84443.01,Yearly,N,Work,Winter,Center D,277,Certified
50490,North America,India,Bachelor's,Y,N,30533,2023,Northeast,79724.85,Hourly,Y,Work,Spring,Center C,357,Certified
50491,Europe,Germany,Master's,Y,N,431,2001,Northeast,80084.16,Hourly,N,Student,Winter,Center D,88,Denied
50492,North America,Brazil,Bachelor's,Y,Y,40537,1963,West,87969.84,Weekly,Y,Student,Summer,Center C,236,Certified
50493,Oceania,UK,Master's,N,N,12176,1962,West,6888.06,Monthly,N,Work,Spring,Center B,184,Certified
50494,Asia,Brazil,Diploma,Y,N,23438,2015,Northeast,97270.43,Weekly,Y,Work,Summer,Center B,312,Certified
50495,North America,China,Diploma,N,Y,35965,1985,West,115844.09,Hourly,Y,Tourist,Winter,Center D,219,Certified
50496,Africa,Germany,PhD,Y,N,44540,1977,West,86374.1,Hourly,Y,Business,Fall,Center D,154,Certified
50497,Africa,Brazil,Diploma,Y,N,39992,1990,West,147418.56,Weekly,Y,Work,Spring,Center B,27,Certified
50498,Africa,Canada,Bachelor's,N,N,37762,1970,South,93360.2,Hourly,Y,Student,Spring,Center A,115,Certified
50499,North America,Brazil,Diploma,N,Y,19691,1972,Midwest,2473.6,Hourly,Y,Work,Fall,Center D,206,Certified
50500,Oceania,Germany,PhD,N,Y,25265,2023,Northeast,36701.65,Yearly,N,Business,Winter,Center C,113,Certified
50501,Oceania,India,Diploma,N,N,46580,2021,South,63971.23,Monthly,Y,PR,Winter,Center D,73,Certified
50502,South America,Brazil,High School,Y,N,2629,1985,Midwest,138784.6,Weekly,Y,Business,Winter,Center D,116,Certified
50503,North America,India,Diploma,Y,N,41414,2024,Midwest,81856.77,Weekly,Y,Student,Spring,Center C,287,Certified
50504,North America,Nigeria,High School,Y,N,13217,1959,Midwest,57712.77,Weekly,Y,PR,Spring,Center D,150,Certified
50505,North America,Canada,Bachelor's,Y,N,45229,1990,South,67546.08,Yearly,Y,Student,Winter,Center D,166,Certified
50506,North America,UAE,High School,N,Y,15980,2017,Midwest,131762.95,Weekly,Y,Work,Summer,Center A,116,Denied
50507,Africa,India,Master's,Y,Y,6301,1960,South,21084.75,Hourly,Y,Work,Spring,Center A,229,Certified
50508,Europe,Nigeria,Master's,Y,N,45462,1989,Midwest,21857.3,Weekly,N,Tourist,Summer,Center A,166,Certified
50509,North America,Australia,High School,Y,N,33994,1972,South,32515.55,Weekly,Y,Student,Spring,Center D,179,Certified
50510,North America,Brazil,Master's,Y,N,44675,1960,South,7702.61,Hourly,Y,PR,Winter,Center B,13,Certified
50511,Europe,Brazil,Diploma,Y,N,5239,2003,Northeast,14946.84,Weekly,Y,Tourist,Fall,Center C,223,Certified
50512,North America,Brazil,Diploma,Y,N,12729,2021,West,52550.94,Yearly,Y,PR,Fall,Center C,212,Certified
50513,Europe,UK,Diploma,N,N,30168,2005,Midwest,98022.32,Hourly,N,PR,Fall,Center C,357,Certified
50514,Africa,UK,PhD,N,N,19765,2005,West,67739.65,Weekly,Y,Student,Fall,Center B,215,Certified
50515,South America,UAE,Bachelor's,Y,Y,7524,2011,West,48471.28,Yearly,Y,Work,Summer,Center C,97,Certified
50516,North America,Japan,PhD,Y,N,19762,1992,South,49247.05,Yearly,Y,Work,Fall,Center C,107,Certified
50517,South America,Germany,High School,Y,N,7902,1978,South,6159.62,Monthly,Y,Tourist,Winter,Center A,111,Certified
50518,North America,UK,High School,N,N,28566,1968,Northeast,93713.45,Yearly,N,Tourist,Summer,Center A,90,Certified
50519,Asia,Japan,Diploma,Y,N,12846,2006,Northeast,56110.32,Weekly,Y,Business,Fall,Center C,24,Certified
50520,Oceania,UAE,Bachelor's,N,Y,49665,2008,West,90566.25,Weekly,Y,Student,Summer,Center A,340,Certified
50521,Asia,UK,High School,Y,Y,29043,2022,Midwest,62865.94,Monthly,Y,Dependent,Spring,Center D,272,Certified
50522,Africa,India,Diploma,Y,N,31680,1991,Midwest,129183.71,Monthly,Y,Business,Fall,Center D,30,Certified
50523,South America,Canada,Bachelor's,Y,N,20955,1963,South,27525.21,Weekly,Y,Dependent,Summer,Center B,360,Certified
50524,South America,UAE,Diploma,N,N,28038,1963,South,70410.55,Weekly,Y,Student,Summer,Center B,147,Certified
50525,Europe,Japan,PhD,N,N,16980,1956,Midwest,66623.11,Hourly,Y,Tourist,Fall,Center B,359,Certified
50526,Europe,Australia,High School,Y,N,29663,1967,West,60309.25,Yearly,Y,Dependent,Fall,Center C,248,Denied
50527,North America,Japan,PhD,N,N,10951,1995,West,104018.51,Yearly,Y,Tourist,Summer,Center C,212,Certified
50528,Europe,UK,High School,Y,Y,32549,2019,Northeast,15595.12,Hourly,Y,Work,Fall,Center B,171,Certified
50529,Europe,UAE,PhD,Y,Y,33573,1976,Midwest,108211.88,Yearly,Y,Student,Fall,Center B,17,Certified
50530,South America,UK,PhD,Y,Y,43936,1961,West,128687.12,Hourly,Y,Student,Summer,Center A,318,Certified
50531,Asia,India,Bachelor's,N,Y,10964,2006,South,66890.1,Weekly,Y,Work,Summer,Center A,7,Certified
50532,South America,Nigeria,Master's,Y,N,3663,1950,Northeast,132405.79,Hourly,Y,Tourist,Summer,Center C,59,Certified
50533,Europe,China,PhD,Y,N,35319,2013,Midwest,146076.5,Monthly,Y,Tourist,Fall,Center A,289,Certified
50534,North America,Japan,Bachelor's,Y,Y,11406,1951,South,107875.47,Hourly,Y,Dependent,Fall,Center D,219,Certified
50535,Asia,India,Master's,Y,N,47185,2019,West,37944.41,Yearly,Y,Work,Spring,Center C,78,Certified
50536,Europe,Canada,PhD,Y,Y,47847,2006,Northeast,93796.43,Monthly,Y,Tourist,Fall,Center D,203,Certified
50537,Europe,UAE,PhD,N,Y,34213,1998,West,121851.58,Yearly,Y,Business,Spring,Center B,36,Certified
50538,Oceania,Australia,Diploma,N,N,34633,1979,South,65010.15,Hourly,Y,Dependent,Winter,Center C,232,Certified
50539,North America,Germany,Master's,Y,N,34578,1998,Midwest,59297.05,Hourly,Y,Student,Spring,Center D,259,Certified
50540,North America,India,High School,Y,N,11711,1983,Northeast,83980.14,Monthly,Y,Business,Winter,Center C,286,Certified
50541,Europe,India,Master's,Y,N,36496,1996,Midwest,74769.16,Weekly,Y,Dependent,Fall,Center C,42,Certified
50542,Europe,Germany,Master's,Y,N,29797,2022,South,49011.21,Yearly,Y,Dependent,Winter,Center C,189,Denied
50543,South America,India,Master's,Y,N,3534,2010,Midwest,143257.36,Monthly,Y,Work,Summer,Center B,139,Certified
50544,Africa,Japan,Master's,Y,N,25558,2006,Northeast,115875.18,Monthly,Y,PR,Spring,Center C,217,Certified
50545,North America,UAE,Diploma,Y,N,19484,2003,Midwest,84316.69,Hourly,N,PR,Spring,Center A,317,Denied
50546,North America,Japan,Bachelor's,Y,N,48856,1987,West,138126.74,Hourly,Y,Business,Fall,Center B,360,Denied
50547,Oceania,Japan,Diploma,N,N,18568,1956,South,139857.93,Yearly,Y,Dependent,Winter,Center C,43,Certified
50548,South America,Canada,High School,Y,N,23212,2002,West,27528.54,Yearly,Y,Business,Spring,Center A,256,Certified
50549,Asia,UAE,Diploma,Y,N,41170,1966,Northeast,59245.45,Yearly,Y,Work,Winter,Center C,236,Certified
50550,Oceania,Japan,Diploma,Y,N,30886,2023,West,44261.25,Weekly,N,PR,Winter,Center B,120,Certified
50551,Oceania,Canada,Master's,Y,N,12251,1980,Northeast,3910.89,Monthly,Y,Dependent,Fall,Center B,237,Certified
50552,Asia,India,Diploma,N,Y,5575,1962,Northeast,129340.35,Monthly,Y,Dependent,Spring,Center D,193,Certified
50553,Asia,UAE,High School,N,N,5490,1991,Northeast,125189.36,Hourly,Y,Tourist,Fall,Center A,297,Certified
50554,North America,Germany,High School,N,Y,17608,2008,West,50479.57,Hourly,Y,Student,Spring,Center A,297,Certified
50555,Africa,Brazil,PhD,Y,N,22736,1982,West,132876.2,Yearly,N,Business,Spring,Center B,350,Certified
50556,Africa,India,High School,N,Y,43546,2010,South,10621.81,Hourly,Y,Business,Fall,Center A,179,Certified
50557,South America,Japan,Bachelor's,Y,N,32969,2005,Northeast,30417.32,Hourly,Y,Tourist,Fall,Center A,197,Certified
50558,Asia,Brazil,High School,Y,Y,1494,1993,West,8872.63,Weekly,Y,Work,Winter,Center C,111,Denied
50559,Asia,Canada,High School,Y,Y,49110,2004,Midwest,99430.72,Hourly,Y,Business,Summer,Center D,159,Denied
50560,Europe,UK,Master's,Y,N,7700,1991,West,95655.19,Monthly,Y,Business,Summer,Center B,48,Certified
50561,South America,UAE,Bachelor's,N,Y,8313,2021,South,62205.04,Yearly,Y,Work,Fall,Center D,183,Certified
50562,Oceania,Canada,Master's,Y,N,12529,1954,South,59689.65,Hourly,Y,Tourist,Summer,Center B,351,Certified
50563,Oceania,Australia,Master's,N,N,43807,1969,South,141110.63,Weekly,N,Work,Winter,Center A,88,Certified
50564,South America,China,PhD,Y,N,26760,2006,West,124002.35,Weekly,N,Dependent,Winter,Center A,135,Certified
50565,North America,China,High School,Y,N,43836,1959,Midwest,60231.67,Hourly,Y,Tourist,Summer,Center D,278,Certified
50566,North America,India,Bachelor's,Y,Y,19526,1999,Midwest,36001.06,Yearly,Y,Tourist,Fall,Center A,255,Certified
50567,South America,Canada,Bachelor's,N,Y,19687,1975,West,80833.45,Hourly,Y,Tourist,Summer,Center B,97,Certified
50568,Africa,China,PhD,Y,N,45895,2016,Midwest,110365.87,Monthly,Y,Work,Fall,Center C,155,Certified
50569,South America,Brazil,Bachelor's,Y,N,45555,1963,Midwest,87676.41,Monthly,Y,Student,Fall,Center D,226,Certified
50570,Africa,Nigeria,Bachelor's,Y,Y,22479,1999,Northeast,43563.1,Yearly,N,Tourist,Fall,Center A,227,Certified
50571,North America,China,Diploma,Y,Y,37483,1980,Midwest,11007.79,Weekly,N,Student,Winter,Center B,312,Certified
50572,South America,Japan,Diploma,Y,N,1709,2023,West,106088.6,Monthly,Y,Tourist,Summer,Center D,335,Certified
50573,Africa,India,Bachelor's,Y,Y,11022,2021,Midwest,148587.11,Monthly,N,Work,Spring,Center B,208,Certified
50574,Europe,Canada,Diploma,Y,N,30028,1974,Midwest,119478.13,Hourly,Y,Business,Spring,Center A,327,Certified
50575,Europe,Brazil,Master's,Y,N,28743,2009,West,65703.51,Monthly,N,PR,Summer,Center A,188,Certified
50576,South America,UK,PhD,Y,N,45811,2003,Midwest,113184.39,Hourly,Y,Dependent,Fall,Center A,198,Certified
50577,Asia,Germany,Master's,Y,Y,13661,2013,West,86202.65,Monthly,Y,PR,Winter,Center D,104,Denied
50578,South America,UK,PhD,N,N,14968,2010,West,34105.91,Hourly,N,Work,Winter,Center C,237,Certified
50579,North America,India,Bachelor's,Y,N,25297,1994,West,62488.24,Hourly,Y,Dependent,Winter,Center B,307,Certified
50580,North America,Japan,Diploma,Y,N,37703,1998,West,132076.86,Hourly,Y,Dependent,Spring,Center C,68,Certified
50581,Europe,Japan,Bachelor's,N,N,39763,2024,Midwest,5373.25,Weekly,Y,PR,Summer,Center C,231,Certified
50582,Africa,China,Bachelor's,N,N,2426,2023,Midwest,100374.91,Hourly,Y,Business,Winter,Center B,331,Certified
50583,Europe,UAE,Diploma,Y,Y,43001,2009,Midwest,113093.83,Weekly,Y,PR,Spring,Center D,36,Certified
50584,Africa,Japan,High School,Y,Y,24243,2004,Midwest,95455.25,Monthly,Y,Business,Spring,Center D,202,Certified
50585,South America,Nigeria,PhD,Y,N,42189,2011,South,26671.5,Weekly,Y,Dependent,Spring,Center D,244,Denied
50586,Asia,China,Master's,Y,Y,40180,1953,Midwest,9722.59,Monthly,Y,PR,Fall,Center C,50,Certified
50587,North America,Australia,High School,N,N,45478,1977,South,118552.69,Weekly,Y,Dependent,Summer,Center C,86,Certified
50588,South America,UAE,Master's,Y,Y,18443,1972,Northeast,87982.07,Weekly,Y,Dependent,Winter,Center D,16,Denied
50589,Europe,India,High School,Y,N,8670,2007,West,52839.6,Hourly,Y,PR,Spring,Center D,312,Certified
50590,Oceania,UAE,Bachelor's,Y,Y,18661,1989,Midwest,59955.94,Hourly,N,Student,Winter,Center B,11,Certified
50591,Oceania,Brazil,Diploma,Y,N,46076,2017,South,111663.91,Weekly,N,Dependent,Spring,Center B,351,Certified
50592,South America,Germany,Master's,Y,N,6069,1962,Midwest,67817.68,Monthly,N,Business,Summer,Center D,94,Certified
50593,Asia,India,Diploma,N,N,33481,1978,Northeast,32062.92,Hourly,Y,Dependent,Spring,Center C,195,Certified
